"Text","Sentiment","SentimentConfidence","Date","User","Location","User_timezone"
"@USAirways  sitting on Tarmac in #PIT for 30 min. No announcement. Just sitting.","negative",1,"2015-02-18 15:45:04 -0","CAVHkraMriA","","Eastern Time (US & Canada)"
"@USAirways my TSA precheck isn't showing up on my boarding pass for my flight tomorrow...help!? #USAirways #TSAPreCheck","neutral",0.6527,"2015-02-18 15:44:54 -0","LindseyWaters1","Philadelphia, PA",""
"@USAirways I appreciate that you actually monitor Twitter, so please  pass along my feedback. I've tried calling about 15 times in 4 days :(","negative",1,"2015-02-18 15:44:42 -0","NickAbel5","",""
"@USAirways Cant help but be frustrated after an hour call with u ends up with a disconnection and no answers especially as div pref member.","negative",1,"2015-02-18 15:44:03 -0","shammywhits","Syracuse, New York","Eastern Time (US & Canada)"
"@USAirways I don't think I've ever had a us airways flight that went smoothly.","negative",1,"2015-02-18 15:36:08 -0","mma718","Queens, New York",""
"@USAirways PLEASE improve your phone system! Going through multiple prompts &amp; menus just to be told to call back Late Flightr = MAJOR FAIL","negative",1,"2015-02-18 15:24:37 -0","NickAbel5","",""
"@USAirways once again your service leaves a lot to be desired. Flight 5141 here early, but short staffing means we wait on Tarmac...Thanks","negative",1,"2015-02-18 15:20:08 -0","trevels11","Terrapin Station",""
"@USAirways the Late Flightr flight to Charleston is leaving before the flight scheduled earlier.  That's so wrong","negative",1,"2015-02-18 15:19:00 -0","mma718","Queens, New York",""
"@USAirways. I'm delayed in Cha, will miss my connection in Charlotte for lga.  Not good","negative",1,"2015-02-18 15:08:39 -0","mma718","Queens, New York",""
"@USAirways we did. It added about seven hours to our day... So far... Want to take odds on our bags being on the carousel in KC? #notcool","negative",1,"2015-02-18 15:07:36 -0","ERnurseMatt","Kansas, USA","Central Time (US & Canada)"
"@USAirways @MarciaVeronicaa she missed her uncle's funeral, and you ""hope"" they can find another flight. That's very considerate of you.","negative",1,"2015-02-18 14:54:19 -0","hinabinaa","","Central Time (US & Canada)"
"@USAirways My last flight was Cancelled Flightled and I'm very disappointed.","negative",1,"2015-02-18 14:50:50 -0","N0SBIGLEM","san jose , ca",""
"@USAirways just lost a faithful customer.","negative",1,"2015-02-18 14:39:46 -0","MarciaVeronicaa","Connecticut/Vegas","Pacific Time (US & Canada)"
"@USAirways  I have 3 times and no one has been able to help me out","negative",1,"2015-02-18 14:29:31 -0","DAngel082","New York",""
"@USAirways Marsha M. at Myrtle Beach is the greatest! She deserves all the respect and praise there is! #ThankYouForEverything","positive",1,"2015-02-18 14:28:47 -0","pocketsizemando","Fort Worth, TX","Central Time (US & Canada)"
"@usairways. Seriously, attendants go AWOL for 60 mins.   Now flight further delayed.   Don't lite a match either http://t.co/mT8sPlm02v","negative",1,"2015-02-18 14:28:38 -0","Scscottish","Proud to say I'm from Dundee","Atlantic Time (Canada)"
"@USAirways Joined Silver Preferred because I heard customer service was so great, pity I was misguided.","negative",1,"2015-02-18 14:27:24 -0","honorawalsh","",""
"@USAirways it is just bad practice and I am disappointed that your airline was not prepared...honestly the last time I fly with you guys","negative",1,"2015-02-18 14:26:54 -0","RayAllStar28","Lawrence, MA",""
"@USAirways well this is about as worthless as your regular service.  A bunch of do nothings and idiots. #sucks","negative",1,"2015-02-18 14:26:43 -0","Twinscream1","",""
"@USAirways ...these changes as well to Late Flightr find out that the flight I was scheduled for isn't ready","negative",0.6733,"2015-02-18 14:22:26 -0","RayAllStar28","Lawrence, MA",""
"@USAirways after 3 Cancelled Flightlations and a delay, causing me to miss connecting flight. Another night not being home. Thanks #pathetic","negative",1,"2015-02-18 14:21:06 -0","GignacForLowell","Lowell, Ma",""
"@USAirways that's understandable, my issue is with creating a new flight without the personnel to do it...I changed my plans to accommodate","negative",0.7012,"2015-02-18 14:20:10 -0","RayAllStar28","Lawrence, MA",""
"@USAirways  thanks! Now I just need to locate where my luggage is!","negative",0.6794,"2015-02-18 14:18:55 -0","DAngel082","New York",""
"@USAirways we haven't departed yet so let's not get too high hopes.  But everything has been on schedule so far","positive",0.7049,"2015-02-18 14:13:45 -0","davegoldfarb","Delray Beach, FL","Eastern Time (US & Canada)"
"@USAirways Thanks for showing interest...3880 to Greenville, SC.","negative",0.34,"2015-02-18 14:12:11 -0","Kurt_Wirth","ÜT: 43.182918,-77.651224","Eastern Time (US & Canada)"
"@USAirways your app sucks balls compared to @AmericanAir","negative",1,"2015-02-18 14:10:48 -0","od2be2003","Dallas, TX","Eastern Time (US & Canada)"
"@USAirways #USAirways So my flight was Late Flight getting into charlotte so i miss my connector to Phoenix thanks again last time I EVER FLY USAIR","negative",1,"2015-02-18 14:08:07 -0","The_Big_Guy27","US","Eastern Time (US & Canada)"
"@USAirways Thanks. Suggestion: stop the promo messages after a bit and just run music &amp; a msg that says ""call volume is high."" #vrm","neutral",0.6499,"2015-02-18 14:06:35 -0","dsearls","SBA, BOS, JFK, EWR, SFO, LHR","Pacific Time (US & Canada)"
"@USAirways ""admirals club"" at CLT has rude, and ignorant front desk staff...@AmericanAir you have fallen so far...THANKS DOUG PARKER!!!","negative",1,"2015-02-18 13:57:22 -0","od2be2003","Dallas, TX","Eastern Time (US & Canada)"
"@USAirways to CLT from JFK nasty planes, dirty seats &amp; floors, rude flight attendants- hopefully AA can get you cleaned up #disgusting #vile","negative",1,"2015-02-18 13:53:39 -0","MelaniePanton","New York, New York",""
"@USAirways I paid for my ticket on @PayPal on the 13th and it still says pending. Is that normal? I just want the money out of my account.","negative",1,"2015-02-18 13:53:18 -0","I_Am_ErikaG","On my phone, USA","Mountain Time (US & Canada)"
"@USAirways ok thank you we were told ground delay due to snow.","positive",0.3419,"2015-02-18 13:52:49 -0","TroyTrudel","ÜT: 42.798909,-71.542817","Central Time (US & Canada)"
"@USAirways this made me have to Cancelled Flight my car reservation and it came out to more money...why did you reschedule a time without the crew?","negative",1,"2015-02-18 13:48:00 -0","RayAllStar28","Lawrence, MA",""
"@USAirways my flight was Cancelled Flightled yesterday and moved to today, then while at my stop in DC my flight is delayed due to lack of crew US4485","negative",1,"2015-02-18 13:46:40 -0","RayAllStar28","Lawrence, MA",""
"@USAirways Looking forward to some friends and family time in Arizona.","neutral",0.6643,"2015-02-18 13:43:26 -0","Hayleyville","DC","Quito"
"@USAirways no they dont.  I think I already said that.  No one responds.  Its an auto response.  Wait is this an auto response??????","negative",1,"2015-02-18 13:41:54 -0","Twinscream1","",""
"@USAirways @AmericanAir First Class all the way!!💺✈️ Headed to @portlandjetport http://t.co/kDMq0jps02","positive",1,"2015-02-18 13:41:31 -0","GabeFerris","#Supergabe - Central Maine","Eastern Time (US & Canada)"
"@USAirways started trying to reach a real person over an hour ago still no luck","negative",1,"2015-02-18 13:38:32 -0","BigDavew2k","",""
"@USAirways us2118
My wife in Boston says no snow right now.","negative",0.6344,"2015-02-18 13:36:13 -0","TroyTrudel","ÜT: 42.798909,-71.542817","Central Time (US & Canada)"
"@USAirways I tried to call your customer service line only to be kept in a que for over 45 mins...... please hold =we don't care","negative",1,"2015-02-18 13:36:06 -0","BigDavew2k","",""
"@USAirways you see now that is a lie.  They auto respond with insulting email. #sucks","negative",1,"2015-02-18 13:35:50 -0","Twinscream1","",""
"@USAirways your pple did a great job w the madness however some of your systems need help. I appreciate the hard work &amp; the push to b better","positive",0.6495,"2015-02-18 13:33:00 -0","ALHphoto","Raleigh,NC","Atlantic Time (Canada)"
"@USAirways thanks for giving away my seat. Another fine job! http://t.co/r7ibqr4CYd","positive",0.6705,"2015-02-18 13:30:44 -0","Jeffrey_Hurley","Winston Salem, NC","Eastern Time (US & Canada)"
"@USAirways @FAANews how can I be stuck on a plane due to snow in Boston when it's not actually snowing in Boston?  Usair flight 2218 #US2218","negative",1,"2015-02-18 13:25:51 -0","TroyTrudel","ÜT: 42.798909,-71.542817","Central Time (US & Canada)"
"@USAirways I've been waiting for desk for 45 and on hold 36min and counting...photo of desk agent on phone not flattering.","negative",1,"2015-02-18 13:21:39 -0","scm1133","","London"
"@USAirways thanks.","positive",1,"2015-02-18 13:19:23 -0","hotcakes_33","Charlotte, NC","Eastern Time (US & Canada)"
"@USAirways You have Cancelled Flighted our flights 5 times over the past 3 days...and the experience has been the worst...never again...","negative",1,"2015-02-18 13:12:01 -0","scottcode","",""
"@USAirways thanks to Betty working gate at ILM and lovely gate agents here in CLT helping me get home 2 Phx tonight instead of tomorrow","positive",1,"2015-02-18 13:11:50 -0","CSquieri","Mesa, AZ
","Arizona"
"@USAirways I have a flight in Saturday from MCI to CLT and there's heavy snow predicted in MCI. When will u allow for changes?","neutral",1,"2015-02-18 13:11:08 -0","hotcakes_33","Charlotte, NC","Eastern Time (US & Canada)"
"@USAirways I realize the weather but day after day our flights keep getting Cancelled Flighted. Please prioritize ur passengers and help them","negative",1,"2015-02-18 13:07:18 -0","as4438","",""
"@USAirways how does that help me when I get no response from there??? #usairwayssucks","negative",1,"2015-02-18 13:03:05 -0","Twinscream1","",""
"@USAirways @DRVRugby  team is back home but luggage all wet and partly damaged - Not happy! #blizzard","negative",1,"2015-02-18 13:01:48 -0","TotalRugby","The Rugby Universe ","Berlin"
"@USAirways surprisingly quick response time by you and them. Thanks!","positive",1,"2015-02-18 12:59:33 -0","shhashhank","Boston, MA | San Jose, CA","Arizona"
"@USAirways stop Cancelled Flighting flights over and over and not provide any real help to your customers. #strandedinnashville","negative",1,"2015-02-18 12:52:41 -0","as4438","",""
"@USAirways strikes again...lost bags. And two of them. #theworst","negative",1,"2015-02-18 12:51:37 -0","CJLarcheveque","Charlotte, NC",""
"@USAirways had 2 Cancelled Flight my trip to LA bc weather @SouthwestAir was easy but US air is making me pay $200 to use the credit. Never again","negative",1,"2015-02-18 12:51:25 -0","Gman818","",""
"@USAirways What's the point of a baggage claim ticket if they don't scan it  for tracking?","negative",1,"2015-02-18 12:43:26 -0","tannapistolis","","Eastern Time (US & Canada)"
"@USAirways No access to Dividend Miles and for a week the automated phone keeps telling me to call back Late Flightr. #FRUSTRATED #LivePersonPlease","negative",1,"2015-02-18 12:24:34 -0","Kizzinator","Boston","Eastern Time (US & Canada)"
"@USAirways you can't even track my bag to see where it is. It's like it's disappeared.","negative",1,"2015-02-18 12:20:34 -0","tannapistolis","","Eastern Time (US & Canada)"
"@USAirways Can't get ahold of anyone to speak to about missing miles. It's been over a month since travel &amp; I've submitted twice online","negative",1,"2015-02-18 12:20:02 -0","JuliaSayers","Birmingham, AL
","Quito"
"@USAirways I been sitting on this plane for 40 minutes, and they are saying another 15 minutes something about paper work. This sucks !!","negative",1,"2015-02-18 12:15:16 -0","tayyp_","Made in China","Central Time (US & Canada)"
"@USAirways is there gonna be a better day to call? I've called on 3 separate occasions the past couple of weeks and never get to a person.","negative",1,"2015-02-18 12:14:18 -0","DanielaRisa","Chicago, IL","Eastern Time (US & Canada)"
"@USAirways I spent more on the room &amp; transportation then I did the whole flight","negative",0.6229,"2015-02-18 12:10:17 -0","BigDavew2k","",""
"@USAirways I ask for reimbursement maybe miles added to my account for my inconvenience and for the money that I had to spend","negative",0.7179,"2015-02-18 12:09:19 -0","BigDavew2k","",""
"@USAirways I asked for some reimbursement something like miles added to my account and was told to call customer service","negative",1,"2015-02-18 12:07:13 -0","BigDavew2k","",""
"@USAirways only to come home a day Late Flight to find out you guys have lost my luggage","negative",1,"2015-02-18 12:06:22 -0","BigDavew2k","",""
"@USAirways Doubt it. Gate 35x is a cluster, and every agent encounter I saw (including one with me) was outright rude. Just very put off.","negative",1,"2015-02-18 12:05:28 -0","Kurt_Wirth","ÜT: 43.182918,-77.651224","Eastern Time (US & Canada)"
"@USAirways I have to spend more than the cost of the flight just to get a free room and transportation to and from the airport","negative",0.6344,"2015-02-18 12:05:02 -0","BigDavew2k","",""
"@USAirways the voucher you give us for a hotel is useless you call the number they say no rooms available what do you expect me to do?","negative",1,"2015-02-18 12:04:26 -0","BigDavew2k","",""
"@USAirways so mad I can't even believe  you guys Cancelled Flight my connecting flight after I leave the first stop, &amp; give me a useless hotel voucher","negative",1,"2015-02-18 12:03:07 -0","BigDavew2k","",""
"@USAirways Priorities should have been made. Considering a pending snow storm, why delay a flight for an hour &amp; a half? I'd like an answer.","negative",1,"2015-02-18 12:01:10 -0","MsAmanRm103","Detroit, MI",""
"@USAirways: I experienced what defines customer service on #FLT1999. A flight attendant willing to follow up with a passenger on bag charges","negative",0.6482,"2015-02-18 11:57:51 -0","garyatsga","Dallas, TX","Central Time (US & Canada)"
