"Text","Sentiment","SentimentConfidence","Date","Candidate","User","Location","User_timezone"
"RT @SupermanHotMale: These fox news debates are no more than comedy at the laugh store... it's all for fun. #GopDebates","negative",0.6725,"2015-08-06 19:44:00 -0700","No candidate mentioned","niladri_kgp","Kharagpur ♡ পশ্চিমবঙ্গ ♡ IND","New Delhi"
"""Define 'shore up,' you ignorant motherfucking jackass.""
#GOPDebates #GOPDbate #BenCarson","negative",1,"2015-08-06 19:44:00 -0700","Ben Carson","cIosetintrovert","Muffinville, USA","Pacific Time (US & Canada)"
"RT @elleryprescott: Why don't they all just chant ""war"" together? 

#GOPdebates #republicandebates #debate #GOP #debatewithbernie","negative",0.6522,"2015-08-06 19:43:59 -0700","No candidate mentioned","PatatREMAX","Ventnor NJ","Eastern Time (US & Canada)"
"RT @jamiaw: ""The purpose of the military is to kill people and break things""-Mike Huckabee #GOPDebates #KKKorGOP","negative",1,"2015-08-06 19:43:58 -0700","Mike Huckabee","tamara_angelaDC","","Atlantic Time (Canada)"
"RT @RWSurferGirl: I'm really really really pissed off at FOX News for what they did to @realDonaldTrump #GOPDebate  #GOPDebates 🇺🇸","negative",0.7128,"2015-08-06 19:43:56 -0700","Donald Trump","R_del_Mar","USA","Central Time (US & Canada)"
"RT @RWSurferGirl: Is it just me or does anyone else want to punch Chris Wallace in the face? #GOPDebate  #GOPDebates 🇺🇸","negative",1,"2015-08-06 19:43:55 -0700","No candidate mentioned","michsm30","Montana",""
"I feel like Mike Huckabee would smell like Fancy Feast cat food and Bengay #GOPDebates","negative",0.6458,"2015-08-06 19:43:53 -0700","Mike Huckabee","zxnaida","la serna hs senior ","Arizona"
"RT @jennrios1191: @BretBaier is by far the best moderator tonight. Hands down. #GOPDebate @FoxNews #GOPDebates Nice job Bret!","positive",1,"2015-08-06 19:43:53 -0700","No candidate mentioned","debbierose4444","",""
"#GOPDebate @ScottWalker looks gormless. I don't know but he reminds me of the kind of guys I avoid trying to hit on me in bars! #GOPDebates","negative",1,"2015-08-06 19:43:52 -0700","Scott Walker","bugsboom","Richmond area, VA","Eastern Time (US & Canada)"
"RT @SupermanHotMale: These fox news debates are no more than comedy at the laugh store... it's all for fun. #GopDebates","negative",0.6588,"2015-08-06 19:43:52 -0700","No candidate mentioned","TerrenTooDope","In The Stars✨",""
"RT @RWSurferGirl: Ask Trump a legitimate question. Look at Wallace's face when Trump nails it. 🇺🇸 #GOPDebate  #GOPDebates","positive",0.6965,"2015-08-06 19:43:51 -0700","Donald Trump","angelavansoest","NEW  YORK!!",""
"""The military is not a social experiment."" @GovMikeHuckabee Does that include women too? You have no idea. #gopdebates","negative",0.6739,"2015-08-06 19:43:50 -0700","Mike Huckabee","jsn2007","USA","Eastern Time (US & Canada)"
"RT @RWSurferGirl: Is it just me or does anyone else want to punch Chris Wallace in the face? #GOPDebate  #GOPDebates 🇺🇸","negative",1,"2015-08-06 19:43:49 -0700","No candidate mentioned","SandraLongoria","Texas",""
"""Kill people, and break things"" that quote is terrifying. #GOPDebates","negative",1,"2015-08-06 19:43:48 -0700","No candidate mentioned","adamvancott","","Pacific Time (US & Canada)"
"RT @SupermanHotMale: Dear Gov Walker, you have nothing to brag about, you fucked your state of Wisconsin and you suck Koch... #BitchAssPoli…","negative",1,"2015-08-06 19:43:47 -0700","Scott Walker","carinahaley","Los Angeles, California",""
"RT @Lrihendry: #TedCruz headed into the Presidential Debates. GO TED!! 

#GOPDebates http://t.co/8S67pz8a4A","positive",1,"2015-08-06 19:43:46 -0700","Ted Cruz","mike_gtrsing","",""
"""Russia knows more about Hillary's emails than we do!"" Zinger point for @ScottWalker #GOPDebates #","negative",0.6848,"2015-08-06 19:43:45 -0700","Scott Walker","TheCKIrwin","Los Angeles, CA","Pacific Time (US & Canada)"
"Cruz refers to terrible ""Obama-Clinton foreign policy"" of the past 6 years. Kerry has been SOS since 2/13. #GOPDebates #ClownCar  #clueless","negative",0.6949,"2015-08-06 19:43:45 -0700","Ted Cruz","Kim_Rehberg","",""
"RT @RWSurferGirl: Is it just me or does anyone else want to punch Chris Wallace in the face? #GOPDebate  #GOPDebates 🇺🇸","negative",1,"2015-08-06 19:43:44 -0700","No candidate mentioned","RRJG1","OC Southern California SD","Pacific Time (US & Canada)"
"On Russia, @ScottWalker endorses sending arms to Ukraine. #LZDebates #GOPdebates","negative",0.6591,"2015-08-06 19:43:44 -0700","Scott Walker","BrendanKKirby","Mobile, AL","Central Time (US & Canada)"
"RT @marymauldin: Hey @FoxNews ! How absolutely fearful are you of @SenTedCruz ? 

I'm LOL at how you refuse to ask him questions!
#GOPDebat…","negative",0.6896,"2015-08-06 19:43:43 -0700","Ted Cruz","peakwriter","United States of America","Mountain Time (US & Canada)"
"RT @RWSurferGirl: Is it just me or does anyone else want to punch Chris Wallace in the face? #GOPDebate  #GOPDebates 🇺🇸","negative",1,"2015-08-06 19:43:43 -0700","Chris Christie","Roxinmyhead","Philly ","Eastern Time (US & Canada)"
"RT @RWSurferGirl: Jeb Bush reminds me of elevator music. You hear it but you don't listen. 🇺🇸 #GOPDebate  #GOPDebates","negative",1,"2015-08-06 19:43:43 -0700","Jeb Bush","W0W_WE","SE","Eastern Time (US & Canada)"
"RT @jordiemojordie: Mike Huckabee: ""The military is not a social experiment."" 
...and being transgendered is? 
#GOPDebates","negative",1,"2015-08-06 19:43:41 -0700","Mike Huckabee","just_ish","TX","Eastern Time (US & Canada)"
"Gov @ScottWalker gave a succinct and excellent answer to respond to putin. #GOPDebates","positive",1,"2015-08-06 19:43:41 -0700","Scott Walker","votebjpak","Lilburn","Atlantic Time (Canada)"
"RT @RWSurferGirl: Why doesn't Chris Wallace ask the other politicans about their finances and where their money comes from? 🇺🇸 #GOPDebate  …","negative",0.6778,"2015-08-06 19:43:39 -0700","No candidate mentioned","bboneusa","","Eastern Time (US & Canada)"
"I bet Scott Walker has a well-worn pair of Crocs. #GOPDebates","negative",1,"2015-08-06 19:43:38 -0700","Scott Walker","DrakeHovis","New York","Eastern Time (US & Canada)"
"RT @Lrihendry: #TedCruz headed into the Presidential Debates. GO TED!! 

#GOPDebates http://t.co/8S67pz8a4A","positive",0.6923,"2015-08-06 19:43:38 -0700","Ted Cruz","MichaelMajor12","",""
"RT @jamiaw: ""The purpose of the military is to kill people and break things""-Mike Huckabee #GOPDebates #KKKorGOP","negative",1,"2015-08-06 19:43:37 -0700","Mike Huckabee","saysthumbs","Washington, DC","Eastern Time (US & Canada)"
"RT @RWSurferGirl: Fox News is obviously trying to influence the makeup of the Republican field. 🇺🇸  #GOPDebate  #GOPDebates","negative",0.6304,"2015-08-06 19:43:36 -0700","No candidate mentioned","birdlady1949","Maryland",""
"RT @RWSurferGirl: I'm really really really pissed off at FOX News for what they did to @realDonaldTrump #GOPDebate  #GOPDebates 🇺🇸","negative",0.6701,"2015-08-06 19:43:36 -0700","Donald Trump","HomerWhite","","Tehran"
"#GOPDebates interesting","positive",1,"2015-08-06 19:43:35 -0700","No candidate mentioned","Coozie_esq","Globetrotting",""
"These fox news debates are no more than comedy at the laugh store... it's all for fun. #GopDebates","negative",0.3494,"2015-08-06 19:43:33 -0700","No candidate mentioned","SupermanHotMale","Cocoa Beach, Florida","Eastern Time (US & Canada)"
"RT @monaeltahawy: One question on one of the most important and urgent movements in the US today &amp; for long time. One question. #GOPDebates…","negative",0.6374,"2015-08-06 19:43:33 -0700","No candidate mentioned","PinkPimpernel","","Atlantic Time (Canada)"
"I wonder what kind of progressive views Mike Huckabee has on transgendered people. #GOPDebates","negative",0.3434,"2015-08-06 19:43:33 -0700","Mike Huckabee","KyleAlexLittle","Des Moines, IA","Central Time (US & Canada)"
"RT @ericstonestreet: Trump has Cam hands. #GOPDebates","neutral",0.6773,"2015-08-06 19:43:32 -0700","Donald Trump","kjsc2","",""
"#GOPDebates #GOPDebateCLE Ronald Reagan http://t.co/iA3UeG9x5q","neutral",1,"2015-08-06 19:43:30 -0700","No candidate mentioned","HannahClare","Cleveland","Eastern Time (US & Canada)"
"RT @RWSurferGirl: Is it just me or does anyone else want to punch Chris Wallace in the face? #GOPDebate  #GOPDebates 🇺🇸","negative",1,"2015-08-06 19:43:29 -0700","No candidate mentioned","JohnnieOil","Vancouver Island, BC, Canada ","Mountain Time (US & Canada)"
"""The purpose of the military is to kill people and break things""-Mike Huckabee #GOPDebates #KKKorGOP","neutral",0.6778,"2015-08-06 19:43:28 -0700","Mike Huckabee","jamiaw","Borderless","Eastern Time (US & Canada)"
"Mike Huckabee on trans people ""Kill people and break things"" #GOPdebates","negative",1,"2015-08-06 19:43:28 -0700","Mike Huckabee","patrickjyoung","Pittsburgh, PA","Eastern Time (US & Canada)"
"“@msgoddessrises: Damn I'm out of Peach vodka! #GOPDebates” too bad move to vino!","negative",0.6304,"2015-08-06 19:43:25 -0700","No candidate mentioned","scottaxe","Los Angeles ",""
"The purpose of the military is to kill and break things? This is news to me.  #GOPDebates","negative",1,"2015-08-06 19:43:25 -0700","No candidate mentioned","DoubleDipChip","",""
"RT @RWSurferGirl: Is it just me or does anyone else want to punch Chris Wallace in the face? #GOPDebate  #GOPDebates 🇺🇸","negative",1,"2015-08-06 19:43:25 -0700","No candidate mentioned","residentfFL","",""
"RT @RWSurferGirl: Why doesn't Chris Wallace ask the other politicans about their finances and where their money comes from? 🇺🇸 #GOPDebate  …","negative",0.6846,"2015-08-06 19:43:24 -0700","No candidate mentioned","Mina001","USA","Central Time (US & Canada)"
"Mike Huckabee: ""The military is not a social experiment."" 
...and being transgendered is? 
#GOPDebates","negative",1,"2015-08-06 19:43:23 -0700","Mike Huckabee","jordiemojordie","Chicago | Eastman","Quito"
"RT @RWSurferGirl: Why doesn't Chris Wallace ask the other politicans about their finances and where their money comes from? 🇺🇸 #GOPDebate  …","negative",1,"2015-08-06 19:43:23 -0700","No candidate mentioned","dudeinchicago","",""
"Wait- Ben Carson is actually in these debates? What does he do in his downtime? I hope he brought a book. #GOPDebates","negative",0.6667,"2015-08-06 19:43:19 -0700","Ben Carson","TheBeatlesRule4","",""
"""More mushin' for the pushin'"" --Scott Walker #GOPDebates","neutral",0.6674,"2015-08-06 19:43:19 -0700","Scott Walker","DirkLangeveld","New London, CT","Central Time (US & Canada)"
"China &amp; Russia's servers know more about Hilary Clinton's emails than we do.  👏🏻👏🏻👏🏻 @ScottWalker #GOPDebates","positive",1,"2015-08-06 19:43:18 -0700","Scott Walker","sassypants977","",""
"RT @RWSurferGirl: Jeb Bush reminds me of elevator music. You hear it but you don't listen. 🇺🇸 #GOPDebate  #GOPDebates","negative",1,"2015-08-06 19:43:17 -0700","Jeb Bush","SMolloyDVM"," Landof10kLibs✟Matt24✟Jn14:6✟",""
"RT @ericstonestreet: Trump has Cam hands. #GOPDebates","positive",0.3671,"2015-08-06 19:43:16 -0700","Donald Trump","_Blairrrr_","","Central Time (US & Canada)"
"RT @Lukewearechange: where is this evidence that these hacks talk about when it comes to Syria #GOPDebates","negative",1,"2015-08-06 19:43:15 -0700","No candidate mentioned","Mormfilmjunkie","m.e.k",""
"RT @RWSurferGirl: Why doesn't Chris Wallace ask the other politicans about their finances and where their money comes from? 🇺🇸 #GOPDebate  …","negative",1,"2015-08-06 19:43:12 -0700","No candidate mentioned","mark85nh","New Hampshire","Eastern Time (US & Canada)"
"So FoxNews just shut down the debate stream on SKY. 
Just a little controlling are we?

#GOPDebates","negative",1,"2015-08-06 19:43:12 -0700","No candidate mentioned","comicpauline","Van Nuys, CA","Pacific Time (US & Canada)"
"I don't care about the Clinton email issue, but Walker's zinger was pretty good. #GOPDebates","positive",0.6546,"2015-08-06 19:43:11 -0700","Scott Walker","MHVadney","","Atlantic Time (Canada)"
"RT @PuestoLoco: .@dccc @PPFA
Cancel the primaries. Fox Party set up &amp; anointed their man Jeb Bush
#GOPDebates #CantTrustABush http://t.co/b…","negative",1,"2015-08-06 19:43:08 -0700","Jeb Bush","Dmitri_Gusev","Greenwood, IN","Atlantic Time (Canada)"
"RT @RWSurferGirl: Why doesn't Chris Wallace ask the other politicans about their finances and where their money comes from? 🇺🇸 #GOPDebate  …","negative",1,"2015-08-06 19:43:08 -0700","No candidate mentioned","WillametteM","Beautiful State of Oregon",""
"RT @monaeltahawy: One question on one of the most important and urgent movements in the US today &amp; for long time. One question. #GOPDebates…","neutral",0.6526,"2015-08-06 19:43:07 -0700","No candidate mentioned","rrkennison","New York","Eastern Time (US & Canada)"
"RT @monaeltahawy: Oh boy: ""social issues"" = GOP code for who can control women's bodies &amp; sexuality the most. Hold on tight, TwitterLand  #…","negative",1,"2015-08-06 19:43:06 -0700","No candidate mentioned","Hobbie_VK","Michigan, USA","Eastern Time (US & Canada)"
"Because he wore his klansman cap last night and it messed up his part
#GOPDebates #Democrats https://t.co/YcMDUP7Ikm","negative",0.6966,"2015-08-06 19:43:06 -0700","No candidate mentioned","16campaignbites","Indianapolis, IN","Pacific Time (US & Canada)"
"RT @Sidney7725: #GOPDebates Ben Carson take my advice and try to be the surgeon general","neutral",0.6417,"2015-08-06 19:43:06 -0700","Ben Carson","ikariusrising","Brooklyn (Kings County), NY","Eastern Time (US & Canada)"
"@BretBaier is by far the best moderator tonight. Hands down. #GOPDebate @FoxNews #GOPDebates Nice job Bret!","positive",1,"2015-08-06 19:43:05 -0700","No candidate mentioned","jennrios1191","",""
"RT @Lrihendry: #TedCruz headed into the Presidential Debates. GO TED!! 

#GOPDebates http://t.co/8S67pz8a4A","positive",1,"2015-08-06 19:43:04 -0700","Ted Cruz","LeahR77"," AZ","Eastern Time (US & Canada)"
"""The Progressive movement is causing our problems and @HillaryClinton is the epitome of that."" - @RealBenCarson #GOPdebates 🇺🇸 &lt; agree","positive",1,"2015-08-06 19:43:02 -0700","Ben Carson","tonibirdsong","Franklin, Tennessee","Central Time (US & Canada)"
"Ben Carson is saying military didnt hv capability to strike Assad. Goodbye, dude. Youre nuts. #gopdebates #FoxDebate","negative",1,"2015-08-06 19:43:02 -0700","Ben Carson","ccabrera83","San Antonio","Mountain Time (US & Canada)"
"RT @RWSurferGirl: Is it just me or does anyone else want to punch Chris Wallace in the face? #GOPDebate  #GOPDebates 🇺🇸","negative",1,"2015-08-06 19:43:01 -0700","No candidate mentioned","Fitzzer777","WA","Pacific Time (US & Canada)"
"RT @rossramsey: Twitter is the transcript of all of us talking to our TV sets… #gopdebates https://t.co/px9hHatLd8","neutral",0.6667,"2015-08-06 19:43:01 -0700","No candidate mentioned","ReddTrain","Dallas, TX",""
"RT @RWSurferGirl: The candidates don't have to attack @realDonaldTrump Fox is doing it for them by stoping him from speaking. 🇺🇸 #GOPDebate…","negative",1,"2015-08-06 19:43:00 -0700","Donald Trump","SteveSzydlik","","Central Time (US & Canada)"
"RT @RWSurferGirl: Why doesn't Chris Wallace ask the other politicans about their finances and where their money comes from? 🇺🇸 #GOPDebate  …","negative",1,"2015-08-06 19:42:59 -0700","No candidate mentioned","forgedbytrials","TX","Central Time (US & Canada)"
"Scott Walker, what about YOUR email controversy?  #GOPDebates","negative",1,"2015-08-06 19:42:57 -0700","Scott Walker","jsc1835","","Central Time (US & Canada)"
"RT @RWSurferGirl: Fox News is obviously trying to influence the makeup of the Republican field. 🇺🇸  #GOPDebate  #GOPDebates","negative",1,"2015-08-06 19:42:56 -0700","No candidate mentioned","LIpatriot1","","Quito"
"Carson: We convinced #Ukraine to give up their nukes, and now Washington won't even give them weapons to defend themselves with. #GOPDebates","neutral",0.3261,"2015-08-06 19:42:56 -0700","Ben Carson","USCitizen95","United States","Atlantic Time (Canada)"
"RT @marymauldin: Hey @FoxNews ! How absolutely fearful are you of @SenTedCruz ? 

I'm LOL at how you refuse to ask him questions!
#GOPDebat…","negative",0.6988,"2015-08-06 19:42:53 -0700","Ted Cruz","bboneusa","","Eastern Time (US & Canada)"
"When you find moosh, you push... I've been saying that for years #GOPDebates","negative",0.6897,"2015-08-06 19:42:52 -0700","No candidate mentioned","JimmyJames38","Center of the Buckeye","Eastern Time (US & Canada)"
