"Text","Sentiment","Sentiment_directed_at"
"Apple to open popup store at #sxsw just for iPad launch. You genius bastards. {link}","positive","Apple"
"Apple is opening a temporary store in Austin for #SXSW. Because people obviously want to shell out $1500 for a MacBook while visiting Austin","negative","Apple"
"Apple is opening a temporary store in Austin for #SXSW. Because people obviously want to shell out $1500 for a MacBook.","negative","Apple"
"Apple is opening a temporary store in downtown Austin for March 11 to accommodate #SXSW attendees. God they are so fucking smart.","positive","Apple"
"Apple is opening temp retail store in Austin to sell iPads to #SXSW attendees.  I am once again tempted.","positive","Apple"
"Apple is opening temporary store close to #SXSW to sell #iPad2. They get the influencers concept! {link} @mention","positive","Apple"
"Apple is opening up a temporary store just for the #sxsw conference and the iPad 2 launch. Might have to make a stop.","positive","iPad"
"so for people back home - seems that #sxsw is putting together a pop-up apple store for people to get the ipad2 today ;)","positive","iPad"
"Google dropped real estate search b/c to do it right, they'd need to invest much more than they're willing to at the moment. #SXSW","negative","Google"
"#apple #popupstore #sxsw.  Get your #ipad here  0310apple {link}","positive",""
"Packing for #SXSW. MacBook, iPad or both? Ahhh, can't decide!","positive","iPad"
"Waiting for bestie to come out of @mention popup store with our iPad 2's:) #SXSW #apple #iPad2","positive","iPad"
"NYT app for iPad: not &quot;here's an amazing way to serve our readership,&quot; more &quot;here's a market opportunity we can't ignore.&quot; #sxsw #newsapps","negative","iPad or iPhone App"
"Perfect for me! A session about Google Recipes search ( among other things). #SXSW","positive","Google"
"in line for the ipad2 - why not!! Apple hype team just made the high-five run by #sxsw","positive","iPad"
"â€˜Viagra for your communicationsâ€™ @mention launches Android app at #SXSW {link} Happy to see expansion beyond Outlook plugin.","positive","Android App"
"Die Antwoord was awesome in Umshini Wam from Korine. And Park's NIGHT FISHING was amazing, especially for being shot on iPhone 4 #SXSW","positive","iPhone"
"&quot;Before It Even Begins, Apple Wins #SXSW&quot;: Apple to setup temporary store in Austin for iPad 2 launch March 11th {link}","positive","Apple"
"#tech Before It Even Begins, #Apple Wins #SXSW {link} #technology","positive","Apple"
"#tech Before It Even Begins, #Apple Wins #SXSW: Over the past week, there's been a major dilemma in... {link} #technology","positive","Apple"
"#tech Before It Even Begins, Apple Wins #SXSW {link}","positive","Apple"
"Hooray! More long lines! RT @mention Apple is opening temporary store in downtown Austin for #SXSW &amp; the iPad 2 launch {link}","positive","Apple"
"Looking forward to delicious T-Mobile 4G here in Austin while iPhone users struggle to do anything.  #SXSW","negative","iPhone"
"looking forward to hearing  google's @mention present today at #sxsw","positive","Google"
"Looking forward to hearing Lynn Teo tell me nice things I probably should already know about iPad navigation #UXDes #sxsw","positive","iPad"
"Looking forward to learning about #iPad #design at #SxSW.","positive","iPad"
"Looking forward to seeing iPad 2 at the site of the AlphaGraphics where I bought $1 laser prints in 1986 (Scarborough Building).  #sxsw","positive","iPad"
"Looking forward to the day when @mention and @mention release native Android 3.0 tablet-optimized clients! Google Latitude sucks! #sxsw","negative","Other Google product or service"
"Looking forward to the iPhone and Android design sessions at #SXSW. Can't wait to drink and give away stuff and get paid for doing it too.","positive","iPhone"
"Looking forward to visiting the #Apple store  that has come up on Congress Ave for #SxSW #apple Sell more iPAD","positive","Apple"
"Both Microsoft and Google are ripping us off too {link} :( @mention a Joomla! wannabe logo #sxsw {link}","negative","Google"
"Finally got a new iPhone 4 so I can tweet from my phone again! Just in time for #SXSW Gah, this has been torture. #addictedtotheinterwebs","positive","iPhone"
"Finally got my #SXSW schedule on my #google calendar. #coudbeeasier","neutral",""
"Come! &quot;@mention Google Party is at GSD&amp;M  #SXSW badge gets u in. Free food, drinks, music. Big place. No line. Great party. Come!&quot;","positive","Google"
"Yea!!! Another Google product that isn't available for Google Apps yet: Google Hotpot. #sxsw","negative","Other Google product or service"
"&quot;No other reason for Apple's continued survival than the existence of God&quot; - @mention #enchantment  #SXSW #sxswi","negative","Apple"
"Google photo booth @mention at the Six Lounge. Check IT! #sxsw {link}","positive",""
"#SXSW #Hootsuite #Chilltab #Tablet Stand rocks! Canadian Social Media for #ipad at its best @mention {link}","positive","iPad"
"For all you #sxsw folks taking notes on your iPad be sure to download Dan Bricklin's app Notetaker. Really sweet.  Thanks @mention","positive","iPad or iPhone App"
"Helping you clean up and organize all of your news/content, @mention does a great job for you #iPad owners. #sxsw #SXSWi","positive","iPad or iPhone App"
"how did you guys like our presentation at @mention #SXSW wanna try Filmaster on your iPhone now?","positive","iPhone"
"Twitter you have failed me for the last time *force chokes iPhone* #sxsw","negative","iPhone"
"@mention ouch. Looks like I might be able to grab one at the #SXSW temp Apple store","positive","iPad"
"#SXSW a tougher crowd than Colin Quinn RT @mention Hey Marissa Mayer Please tell us something new Not about products Google launched months ago","negative","Google"
"Killer thought from @mention - if you are not paying for a service, it's probably you that is being sold (ref Google, TV ads etc)#sxsw #psfk","neutral",""
"Glad I brought my #Mac to #SXSW! PC clearly not cool in this environment. May walk around with #thePlatform iPad","positive","iPad"
"My life would be so much better with an iPad. #brainwashed #lines #SXSW","positive","iPad"
"And it should go without saying.... google bread is going to be AMAZING!!!! #sxsw #googlebread","positive","Google"
"Google should put those engineers formerly behind real estate listings into renewing the Google Checkout project. #SXSW","neutral","Other Google product or service"
"@mention our Android &amp; iPhone app launches at #sxsw also. keep your handy lil device updated w/event info {link} #eventseekr","positive","iPad or iPhone App"
"Word to your motherboard. RT @mention You'll want these iPhone apps if you're heading to #SXSW today. 10 hot ones. {link}","positive","iPad or iPhone App"
"But are your phones staying charged? My crappy #iPhone would never handle #SXSW! RT @mention @mention @mention no sleep crazyfest!!!!!!","negative","iPhone"
"@mention Our social calendar app just rolled out with some special #SXSW functionality for iPhone AND android =D {link}","positive",""
"What??? four South Africans, who capped off a 35-hour plane trip to #SXSW with a nine-hour wait in the iPad line...{link}","positive","iPad"
"Part of Journalsim is the support of democracy, yes? Informed populous, yes? iPad, as a focus, does not support that #newsapps #sxsw","negative","iPad"
"I am jealous to see people with the iPad 2 take photos with it. #IwantaCameraonmyiPad #SXSW","positive","iPad"
"Checking out Google's @mention keynote at #sxsw #mkesxsw who is from Wisconsin!","positive",""
"checking out iPad 2 @mention the #sxsw pop-up store (@mention Apple Store, SXSW w/ 17 others) {link}","positive","iPad"
"Checking out iPad Design Headaches (2 Tablets, Call in the Morning).
{link} #SXSW #tapworthy #fb","negative",""
"Checking out Mistakes I Made Building Netflix for the iPhone at #SXSW.
{link} #netflixiphone","neutral",""
"It was about pen and ink and #miamibeach for me. But for now it's all iPhone and #sxsw for the next week.","positive","iPhone"
"Checking out the Apple pop up store. Looking fwd to checking out the iPad 2. #sxsw #mosaicxm MK {link}","positive","iPad"
"Checking out the new Fast Society app. for iPhone ... Kinda like a group FourSquare, nice for #sxsw. Thanks to @mention for sharing!","positive","iPad or iPhone App"
"Check it out! Great &amp; v. effective enviro app by @mention : Which Bin - {link} (iPhone 3gs+) #sxsw #sxswi #greatergood","positive","iPad or iPhone App"
"Traffic routing feature of Google Maps saves 2 years per day in terms of wasted time in traffic #SXSW","positive","Other Google product or service"
"The line outside the pop-up Apple store was crazy-long. This festival gets more entertaining every day. #sxsw","positive","Apple"
"Banks innovate or die is a great session. &quot;250k customers joined bank of america when they were 1st to release an iPhone app&quot; #sxsw","positive","iPad or iPhone App"
"Totally love the copia cocoon messenger iPad bag I picked up for attending the redbox/gilt group/graphic.ly sesh this morning! #sxsw","positive","Other Apple product or service"
"It only now dawned on me that the iPad 2 launch was timed to coincide with #SXSW to gain maximum #tech #hipster attention. #genius #apple","positive",""
"curious how iPad 2 sales went in Austin, TX where a lot of potential iPad 2 buyers are attending #SXSW","neutral",""
"Anyone know status of iPad 2s in Austin pop-up store? Sold out? Getting more? #ipad2 #sxsw","neutral",""
"Anyone know the hours on the #sxsw Apple store? Kinda' hoping it's open 24 hours...","positive","Apple"
"Anyone know what the line is like at the popup Apple store? #SXSW #ipad2","positive","Apple"
"Anyone know where I'll be able to find a video of Marissa Mayer's #SXSW presentation? #Google","positive","Google"
"How to know you're a geek #16162: when you cross the road to take a picture of an Apple pop-up store #sxsw  {link}","positive","Apple"
"Google showing off google places with hotpot allows u to post review of place, goes in search results, maps for friends to see, others #sxsw","positive",""
"Dennis Crowley @mention we'd love to work with google. They could benefit from working with us too. We're doing social well #checkins #sxsw","positive","Google"
"Google knows everything!! Map of people traffic around the world #sxtxstate #sxsw {link}","positive","Google"
"Setting up a pop up shop @mention #SXSW was the smartest move for the iPad IMHO  | Developers Matter the Most for iPad 2 -  {link}","positive","iPad"
"Setting up for the Google #gsdm  #sxsw party. It's going to be a-ma-zing. Check out events at sxsurrogates.com and come on out.","positive","Google"
"Brought up how Google Maps had rerouted all images of JCPenney to images of Macys or trashy restraunts. They had no comment #uosxsw #sxsw","negative","Other Google product or service"
"The #atzip iPhone app has been released in time for #sxsw. No waiting in line for Bar 96  Bands if you have the app.    {link}","positive","iPad or iPhone App"
"Setting up my iPad2 - very swift and upbeat service this morning at the #SXSW Apple pop-up store.","positive","iPad"
"Loading up my iPhone w/ apps in prep for #sxsw. I'm curious to see what rises to the top.","positive",""
"First stop on the #SXSW @mention &amp; @mention hunt: Austin Java. Get in the spy game now for a chance to win an iPad!","positive",""
"#Apple Pop up store at #SXSW is like dangling red meat in front of lions.  Irresistible &amp; a little unfair.  They can't help themselves!","positive",""
"My #AT&amp;T iPhone user friends keep borrowing my #Verizon iPhone to chk their #sxsw schedules...their networks are ridiculously slow! :-)","positive","iPhone"
